Date,News Channel,News Time,News text,Sentiment,Tweet Ago,Tweet ID,neg,neutral,pos
Tue Jul 31 21:32:04 +0000 2018,@nytimes,2018-07-31 21:32:04+00:00,San Francisco officials want to ban new tech company cafeterias in an effort to revitalize local neighborhoods https://t.co/217l9Kiagr,-0.5106,1,1024407370896732160,0.172,0.766,0.062
Tue Jul 31 21:17:01 +0000 2018,@nytimes,2018-07-31 21:17:01+00:00,"“It’s as if the Israeli people simply abandoned us. They say they didn’t. But according to the clauses of this law,… https://t.co/AGVOSy4S9f",-0.4588,2,1024403583863848961,0.125,0.875,0.0
Tue Jul 31 21:00:11 +0000 2018,@nytimes,2018-07-31 21:00:11+00:00,"In the Florida governor’s race, just one issue counts: President Trump. Here’s how the president and Fox News are t… https://t.co/MnejyM2pjz",0.0,3,1024399347927207937,0.0,1.0,0.0
Tue Jul 31 20:45:08 +0000 2018,@nytimes,2018-07-31 20:45:08+00:00,A former fraternity brother of the now-banned Beta Theta Pi chapter at Penn State University was sentenced to three… https://t.co/Pcdeq9TCBa,-0.0258,4,1024395558931361792,0.058,0.942,0.0
Tue Jul 31 20:31:04 +0000 2018,@nytimes,2018-07-31 20:31:04+00:00,"RT @nytimesarts: Klaus Biesenbach, the director of MoMA PS1, has been chosen to lead @MOCAlosangeles https://t.co/U3o9UL5Dtj",0.0,5,1024392018578034688,0.0,1.0,0.0
Tue Jul 31 20:15:10 +0000 2018,@nytimes,2018-07-31 20:15:10+00:00,"President Trump said he’d be willing to talk to Iran’s leaders “without preconditions.”
Those leaders say Trump can… https://t.co/gb4tdNU3fV",0.0,6,1024388018625495040,0.0,1.0,0.0
Tue Jul 31 20:00:13 +0000 2018,@nytimes,2018-07-31 20:00:13+00:00,"In March, China voted 2,958 to 2 to abolish a term limit for its top leader Xi Jinping. Now, nearly 5 months later,… https://t.co/YwVBLsXDYS",0.2023,7,1024384257760927745,0.0,0.917,0.083
Tue Jul 31 19:45:10 +0000 2018,@nytimes,2018-07-31 19:45:10+00:00,"In an effort to turn away from opioids, doctors are prescribing an injectable drug called Depo-Medrol. What they do… https://t.co/LX6JfIukn2",0.0,8,1024380467636838400,0.0,1.0,0.0
Tue Jul 31 19:30:12 +0000 2018,@nytimes,2018-07-31 19:30:12+00:00,TripAdvisor and the International Rescue Committee launched a new program — Welcome Home — to give recently resettl… https://t.co/SA4fMdI6dO,0.7783,9,1024376703869767680,0.0,0.625,0.375
Tue Jul 31 19:15:09 +0000 2018,@nytimes,2018-07-31 19:15:09+00:00,"Film Forum, a haven for foreign, indie and classic films, is reopening after a major renovation. 10 filmmakers look… https://t.co/tJTr8QWKzl",0.0,10,1024372916782292993,0.0,1.0,0.0
Tue Jul 31 19:00:07 +0000 2018,@nytimes,2018-07-31 19:00:07+00:00,Austin is renaming sites that honored Confederate soldiers. But the city is also contending with an uncomfortable t… https://t.co/QPjeUCSbXs,0.296,11,1024369131129380864,0.111,0.726,0.162
Tue Jul 31 18:45:07 +0000 2018,@nytimes,2018-07-31 18:45:07+00:00,"Nearly 70 clergy and lay people, including 3 bishops, are under investigation in Chile for cases involving sexual a… https://t.co/Ld7UAieiuI",0.0,12,1024365358776545280,0.0,1.0,0.0
Tue Jul 31 18:30:15 +0000 2018,@nytimes,2018-07-31 18:30:15+00:00,"The FDA told companies that offered ""vaginal rejuvenation"" laser treatments to stop marketing the procedure, saying… https://t.co/nWtseTrRK6",-0.296,13,1024361614626181120,0.121,0.879,0.0
Tue Jul 31 18:15:11 +0000 2018,@nytimes,2018-07-31 18:15:11+00:00,3 people were caught on surveillance video stealing a 16-inch-long horn shark from a Texas aquarium this weekend by… https://t.co/gMTQDbYuCC,-0.5719,14,1024357821838749696,0.188,0.812,0.0
Tue Jul 31 18:00:18 +0000 2018,@nytimes,2018-07-31 18:00:18+00:00,"A giant colony of 500,000 breeding pairs of king penguins has lost 90% of its population since 1982, according to a… https://t.co/WWg5C2NbUN",-0.3182,15,1024354078116204544,0.103,0.897,0.0
Tue Jul 31 17:45:10 +0000 2018,@nytimes,2018-07-31 17:45:10+00:00,"What you won't hear about at the Paul Manafort trial: Russia, or how jurors voted in 2016 https://t.co/vK8WDKTMWx",0.0,16,1024350269361074182,0.0,1.0,0.0
Tue Jul 31 17:30:09 +0000 2018,@nytimes,2018-07-31 17:30:09+00:00,"RT @halophoenix: Today in Smarter Living, a few strategic upgrades to my tiny apartment bedroom turned it from a near-closet to a relaxing,…",0.4588,17,1024346492742631425,0.0,0.864,0.136
Tue Jul 31 17:15:04 +0000 2018,@nytimes,2018-07-31 17:15:04+00:00,Workplaces can be weird sometimes. She can help. https://t.co/iAsalvIpjz,0.25,18,1024342695064596480,0.149,0.614,0.237
Tue Jul 31 17:05:08 +0000 2018,@nytimes,2018-07-31 17:05:08+00:00,"In Opinion

Op-Ed columnist Frank Bruni writes, ""Manafort’s trial on bank- and tax-fraud charges, stemming from pol… https://t.co/GZ3LKDmdJP",-0.2732,19,1024340193548148737,0.11,0.89,0.0
Tue Jul 31 16:50:03 +0000 2018,@nytimes,2018-07-31 16:50:03+00:00,"Journalist Bob Woodward, famed for his coverage of Watergate, has a new book: “Fear: Trump in the White House,” abo… https://t.co/1YNipW8ctf",0.0,20,1024336397816213506,0.0,1.0,0.0
Tue Jul 31 16:35:04 +0000 2018,@nytimes,2018-07-31 16:35:04+00:00,"RT @RaR: Local news is in crisis across the country, and New Jersey lawmakers want to try something once unthinkable: Putting up taxpayer m…",-0.5859,21,1024332629485789185,0.15,0.803,0.047
Tue Jul 31 16:21:57 +0000 2018,@nytimes,2018-07-31 16:21:57+00:00,Breaking News: Facebook identified coordinated efforts using fake accounts to influence the midterm elections on is… https://t.co/3b1qm1Cykf,-0.4767,22,1024329329247956994,0.162,0.838,0.0
Tue Jul 31 16:15:06 +0000 2018,@nytimes,2018-07-31 16:15:06+00:00,"LeBron James started posting workout videos to Instagram, so now everybody is posting workout videos to Instagram https://t.co/mlnvIeYN7j",0.0,23,1024327604256559108,0.0,1.0,0.0
Tue Jul 31 16:00:18 +0000 2018,@nytimes,2018-07-31 16:00:18+00:00,"""We are not going to run out of food — this isn't about the return of rationing,"" said the director general of the… https://t.co/f9mkWoLtwq",0.0,24,1024323877906927617,0.0,1.0,0.0
Tue Jul 31 15:50:05 +0000 2018,@nytimes,2018-07-31 15:50:05+00:00,"President Trump and Senate Republicans are stacking federal appeals courts with young, conservative judges who, thr… https://t.co/qgYI9V1nc3",0.0,25,1024321308631420929,0.0,1.0,0.0
Tue Jul 31 15:39:03 +0000 2018,@nytimes,2018-07-31 15:39:03+00:00,Alda said he revealed he had Parkinson’s disease to encourage people to take action. “The reason I want to talk abo… https://t.co/GkJWcYkXeB,0.5574,26,1024318532870459394,0.0,0.805,0.195
Tue Jul 31 15:35:00 +0000 2018,@nytimes,2018-07-31 15:35:00+00:00,Alda says he was prompted to ask his doctor for a scan after reading a 2015 New York Times article on Parkinson's d… https://t.co/5IKSm9jPKP,0.0,27,1024317513910415363,0.0,1.0,0.0
Tue Jul 31 15:30:09 +0000 2018,@nytimes,2018-07-31 15:30:09+00:00,“M*A*S*H” actor Alan Alda revealed on CBS “This Morning” that he has been living with Parkinson’s disease for over… https://t.co/YM3OrHpeF7,0.0,28,1024316292608737280,0.0,1.0,0.0
Tue Jul 31 15:15:05 +0000 2018,@nytimes,2018-07-31 15:15:05+00:00,"Police say a Connecticut man used dating apps to hunt women, including a nurse he met through Tinder who was murder… https://t.co/0urSPaHbVx",0.0,29,1024312502056837120,0.0,1.0,0.0
Tue Jul 31 15:00:14 +0000 2018,@nytimes,2018-07-31 15:00:14+00:00,"RT @nytimesworld: As British courts shifted their position on ending life support for patients in a persistent vegetative state, one campai…",0.4019,30,1024308761266139137,0.0,0.876,0.124
Tue Jul 31 14:45:05 +0000 2018,@nytimes,2018-07-31 14:45:05+00:00,President Trump said he is “looking into” his administration’s decision to allow 3-D printed plastic guns capable o… https://t.co/tlypNgVzCR,0.5423,31,1024304949277208581,0.0,0.791,0.209
Tue Jul 31 14:30:07 +0000 2018,@nytimes,2018-07-31 14:30:07+00:00,President Trump's endorsements have influenced the outcomes of primaries across the country this year. Florida's Re… https://t.co/2cURK5HiTO,0.0,32,1024301182276255745,0.0,1.0,0.0
Tue Jul 31 14:15:06 +0000 2018,@nytimes,2018-07-31 14:15:06+00:00,"RT @jmartNYT: NEW: @adamputnam did everything right: UF, state house at 22, Congress at 26, where he became member of ldrshp, and then two…",0.0,33,1024297402914807808,0.0,1.0,0.0
Tue Jul 31 14:00:09 +0000 2018,@nytimes,2018-07-31 14:00:09+00:00,"Your daily @DealBook Briefing:

• Trump considers a huge tax cut for the rich 

• Les Moonves stays at CBS (for now… https://t.co/jllRY1baie",0.5859,34,1024293644533215232,0.084,0.68,0.236
Tue Jul 31 13:45:06 +0000 2018,@nytimes,2018-07-31 13:45:06+00:00,Stephen Colbert stopped just short of saying that Les Moonves should resign as chief executive of CBS Corporation.… https://t.co/Z6iX1Els9H,-0.5106,35,1024289855419936770,0.202,0.798,0.0
Tue Jul 31 13:30:08 +0000 2018,@nytimes,2018-07-31 13:30:08+00:00,Water sloshes into their homes. The drains back up and overflow. The community tap is often contaminated. Dengue fe… https://t.co/VzH5VsjKwp,0.0,36,1024286087953494016,0.0,1.0,0.0
Tue Jul 31 13:15:09 +0000 2018,@nytimes,2018-07-31 13:15:09+00:00,"Leslie Cockburn, a Democratic congressional nominee in Virginia, accused her Republican opponent, Denver Riggleman,… https://t.co/DhsqQ8OUEN",-0.296,37,1024282319581061120,0.145,0.855,0.0
Tue Jul 31 13:00:18 +0000 2018,@nytimes,2018-07-31 13:00:18+00:00,Morning Briefing: Here's what you need to know to start your day https://t.co/yXzPxyGrWM https://t.co/ujoZ35eDkI,0.0,38,1024278581621542914,0.0,1.0,0.0
Tue Jul 31 12:50:03 +0000 2018,@nytimes,2018-07-31 12:50:03+00:00,"His mother ran toward him, her heart racing. ""I cried and hugged him — but he didn't even care. He stood there froz… https://t.co/ayzftsqX53",-0.5255,39,1024276002720149504,0.193,0.738,0.068
Tue Jul 31 12:40:06 +0000 2018,@nytimes,2018-07-31 12:40:06+00:00,Gun control proponents and state officials are racing the clock to try to block blueprints to make guns from 3-D pr… https://t.co/vYzZGwHmmd,-0.6486,40,1024273498741637121,0.209,0.791,0.0
Tue Jul 31 12:31:04 +0000 2018,@nytimes,2018-07-31 12:31:04+00:00,The charges against Manafort do not involve any allegations that the Trump campaign conspired with Russians. Noneth… https://t.co/cQ1xCQfCX5,-0.2732,41,1024271224023785472,0.11,0.89,0.0
Tue Jul 31 12:15:04 +0000 2018,@nytimes,2018-07-31 12:15:04+00:00,Iran said that talks with the United States would be impossible under what it called the Trump administration’s hos… https://t.co/AXaWkGExsj,0.4215,42,1024267197537955845,0.0,0.872,0.128
Tue Jul 31 11:44:07 +0000 2018,@nytimes,2018-07-31 11:44:07+00:00,"Rudy Giuliani, a lawyer for President Trump, said in interviews that even if Trump did collude with the Russians, h… https://t.co/6UXcXOC33b",0.0,43,1024259409407553537,0.0,1.0,0.0
Tue Jul 31 11:32:04 +0000 2018,@nytimes,2018-07-31 11:32:04+00:00,"""Among everyone caught up in the #MeToo movement, only Mr. Moonves was so bold — or so reckless — as to start a civ… https://t.co/bQKcrwxTOx",0.0959,44,1024256376816771072,0.114,0.759,0.128
Tue Jul 31 11:14:04 +0000 2018,@nytimes,2018-07-31 11:14:04+00:00,Democrats are working on an election strategy for the 2018 midterms and beyond. It's one that deliberately sounds l… https://t.co/z09yWVHDem,0.0,45,1024251846913912833,0.0,1.0,0.0
Tue Jul 31 11:00:12 +0000 2018,@nytimes,2018-07-31 11:00:12+00:00,The Trump administration is considering bypassing Congress to give a $100 billion tax cut to the wealthy by changin… https://t.co/D6cSehzLMU,0.1027,46,1024248358507044865,0.097,0.787,0.116
Tue Jul 31 10:46:00 +0000 2018,@nytimes,2018-07-31 10:46:00+00:00,"A car ran down a group of touring cyclists in Tajikistan over the weekend, killing four people from the United Stat… https://t.co/0exVlIKr0f",-0.3818,47,1024244784385458177,0.175,0.714,0.111
Tue Jul 31 10:30:04 +0000 2018,@nytimes,2018-07-31 10:30:04+00:00,"Long lines of enthusiastic voters formed at polling stations in Zimbabwe on Monday, following a peaceful campaign w… https://t.co/vJPQbnAGiO",0.7506,48,1024240773351518208,0.0,0.714,0.286
Tue Jul 31 10:16:03 +0000 2018,@nytimes,2018-07-31 10:16:03+00:00,"""This is really frightening if this is the new normal,"" said an energy industry analyst in Norway https://t.co/suyqXeNVPk",-0.3384,49,1024237245119774720,0.162,0.741,0.097
Tue Jul 31 10:00:09 +0000 2018,@nytimes,2018-07-31 10:00:09+00:00,Morning Briefing: Here's what you need to know to start your day https://t.co/rOgwD44cHU https://t.co/xjkbXaoIbP,0.0,50,1024233243124658176,0.0,1.0,0.0
Tue Jul 31 09:43:05 +0000 2018,@nytimes,2018-07-31 09:43:05+00:00,"""Stockpiling of food is not a practical response to a no-deal on Brexit and industry has not been approached by Gov… https://t.co/Bm5r6AYqMR",0.0,51,1024228950321639424,0.0,1.0,0.0
Tue Jul 31 09:31:02 +0000 2018,@nytimes,2018-07-31 09:31:02+00:00,Paul Manafort faces 32 charges of bank and tax fraud largely stemming from his work as a political consultant in Uk… https://t.co/Vr8vlmfuWm,-0.7096,52,1024225918720589824,0.237,0.763,0.0
Tue Jul 31 09:14:05 +0000 2018,@nytimes,2018-07-31 09:14:05+00:00,An actor’s suicide has rattled the cast of the hit musical “Chicago” and raised thorny questions about workplace be… https://t.co/PBmUjlSBix,-0.765,53,1024221650659758081,0.268,0.732,0.0
Tue Jul 31 09:00:03 +0000 2018,@nytimes,2018-07-31 09:00:03+00:00,"Militants detonated a car bomb at a military checkpoint in the southern Philippine island of Basilan, killing at le… https://t.co/2QZxATvCrY",-0.8225,54,1024218120054079488,0.322,0.678,0.0
Tue Jul 31 08:45:03 +0000 2018,@nytimes,2018-07-31 08:45:03+00:00,RT @nytimesworld: Nuns in a convent breed endangered Mexican salamanders to make them into a cough syrup. They may be the only thing saving…,0.0,55,1024214344702283776,0.0,1.0,0.0
Tue Jul 31 08:33:04 +0000 2018,@nytimes,2018-07-31 08:33:04+00:00,"This Italian town is known for its ceramics, but it hopes to become known as a center of suborbital flights https://t.co/I3WfNcpAlY",0.5719,56,1024211328293130240,0.0,0.837,0.163
Tue Jul 31 08:16:01 +0000 2018,@nytimes,2018-07-31 08:16:01+00:00,RT @nytimesworld: At least 1.3 million people were deported to Auschwitz during World War II. About 1.1 million people died there. Fewer th…,-0.8176,57,1024207039596249089,0.263,0.737,0.0
Tue Jul 31 08:02:04 +0000 2018,@nytimes,2018-07-31 08:02:04+00:00,The Trump administration is considering bypassing Congress to give a $100 billion tax cut to the wealthy by changin… https://t.co/YSoWDGUkb0,0.1027,58,1024203526124306433,0.097,0.787,0.116
Tue Jul 31 07:47:02 +0000 2018,@nytimes,2018-07-31 07:47:02+00:00,"RT @nytopinion: President Trump told Iowans ""farmers love me"" but many farmers think his trade war is a self-inflicted wound for the countr…",-0.5789,59,1024199746141995008,0.191,0.716,0.093
Tue Jul 31 07:32:04 +0000 2018,@nytimes,2018-07-31 07:32:04+00:00,A vaccine scandal that has become one of the most visible public health crises in China in recent years https://t.co/rLBADLcPiP,-0.4404,60,1024195979107549184,0.139,0.861,0.0
Tue Jul 31 07:17:06 +0000 2018,@nytimes,2018-07-31 07:17:06+00:00,Taking an organized tour of Nepal and Bhutan was supposed to make a complicated trip less daunting. But would it ma… https://t.co/PRaXSscmJP,0.0,61,1024192212765159424,0.0,1.0,0.0
Tue Jul 31 07:02:00 +0000 2018,@nytimes,2018-07-31 07:02:00+00:00,Many feel that a draft list of citizens released by the Indian government has disproportionately left off Muslims a… https://t.co/P3reHBAAzR,0.0,62,1024188413224865792,0.0,1.0,0.0
Tue Jul 31 06:40:22 +0000 2018,@nytimes,2018-07-31 06:40:22+00:00,Blue-collar workers at an Ohio factory said they support President Trump on tariffs regardless of the cost. “If it… https://t.co/lM3XSUlP49,0.4019,63,1024182966002573312,0.0,0.876,0.124
Tue Jul 31 06:22:36 +0000 2018,@nytimes,2018-07-31 06:22:36+00:00,It's not just service dogs: Here's why management companies allow emotional-support animals in pet-free buildings https://t.co/kh5LpmC5Ub,0.2263,64,1024178497286283268,0.0,0.888,0.112
Tue Jul 31 06:04:37 +0000 2018,@nytimes,2018-07-31 06:04:37+00:00,"Philippine Bombing Kills 10, Showing Insurgents Remain a Problem https://t.co/QumvhgCMds",-0.7351,65,1024173970394820609,0.47,0.53,0.0
Tue Jul 31 06:04:37 +0000 2018,@nytimes,2018-07-31 06:04:37+00:00,"You know them from “Killing Eve,” “Barry,” and more. But here’s what your favorite TV stars were up to before they… https://t.co/KRUk7tGbgl",0.4588,66,1024173970290028544,0.0,0.875,0.125
Tue Jul 31 05:48:21 +0000 2018,@nytimes,2018-07-31 05:48:21+00:00,The proposed $100 billion bullet train to connect LA to San Francisco is the most ambitious public transportation p… https://t.co/kLN3cUiryd,0.5256,67,1024169878792667136,0.0,0.848,0.152
Tue Jul 31 05:32:04 +0000 2018,@nytimes,2018-07-31 05:32:04+00:00,RT @nytfood: This new pizza from @melissaclark is so good that you won’t mind turning on your oven to make it in the middle of summer https…,0.5777,68,1024165780085252097,0.0,0.874,0.126
Tue Jul 31 05:16:50 +0000 2018,@nytimes,2018-07-31 05:16:50+00:00,Having trouble making financial decisions? Reframe thinking about money as a lifestyle choice. https://t.co/mtCFg1AK4I,-0.4019,69,1024161943639285760,0.184,0.816,0.0
Tue Jul 31 04:59:04 +0000 2018,@nytimes,2018-07-31 04:59:04+00:00,"There is a growing trend in corporate America: CEOs branching out into activism. Just look at Starbucks, Dick’s and… https://t.co/RQ5yID2qPH",0.1779,70,1024157474721603584,0.0,0.914,0.086
Tue Jul 31 04:42:03 +0000 2018,@nytimes,2018-07-31 04:42:03+00:00,"RT @NYTHealth: Burning and scarring have been reported by women paying for ""vaginal rejuvenation"" treatments using lasers, prompting the FD…",0.0,71,1024153192345624578,0.0,1.0,0.0
Tue Jul 31 04:22:05 +0000 2018,@nytimes,2018-07-31 04:22:05+00:00,RT @MitchKSmith: Minneapolis police officers won't face charges in the fatal shooting of Thurman Blevins. Prosecutors said Mr. Blevins was…,-0.3991,72,1024148169163198464,0.15,0.772,0.078
Tue Jul 31 04:02:02 +0000 2018,@nytimes,2018-07-31 04:02:02+00:00,"Tom Cruise insists on doing his own stunts in ""Mission: Impossible."" Here are the 5 most dangerous stunts to pull o… https://t.co/OgQeSrsFa3",-0.5256,73,1024143120139788288,0.145,0.855,0.0
Tue Jul 31 03:59:36 +0000 2018,@nytimes,2018-07-31 03:59:36+00:00,Brexit Plans Raise Fears of Food Shortages and Jammed Ports https://t.co/7mJhhZB9og,-0.5267,74,1024142508840894464,0.328,0.672,0.0
Tue Jul 31 03:47:01 +0000 2018,@nytimes,2018-07-31 03:47:01+00:00,Nuns in a convent breed endangered Mexican salamanders to make them into a cough syrup. They may be the only thing… https://t.co/xKRpeiB8Fb,0.0,75,1024139343835947009,0.0,1.0,0.0
Tue Jul 31 03:32:05 +0000 2018,@nytimes,2018-07-31 03:32:05+00:00,"With items that must always be in stock, new contracts and new corporate rules, the long-simmering tension between… https://t.co/Nukqzw8KJ9",-0.3182,76,1024135584913256449,0.113,0.887,0.0
Tue Jul 31 03:17:02 +0000 2018,@nytimes,2018-07-31 03:17:02+00:00,"RT @liamstack: It's here, people. The @NYTpolitics deep dive on alleged Bigfoot erotica. https://t.co/gmjaVyhk2h",0.0,77,1024131798740160512,0.0,1.0,0.0
Tue Jul 31 03:02:05 +0000 2018,@nytimes,2018-07-31 03:02:05+00:00,"With 99 days to go until the November midterm election, the battleground in the fight for control of the House is s… https://t.co/8KfEz9bLg9",-0.6486,78,1024128035790958592,0.202,0.798,0.0
Tue Jul 31 02:47:07 +0000 2018,@nytimes,2018-07-31 02:47:07+00:00,"The climate is warming, but California's birds are finding ways to stay cool: ""Birds can manipulate all kinds of th… https://t.co/DBBogfBH6o",0.5023,79,1024124269473804288,0.0,0.817,0.183
Tue Jul 31 02:32:02 +0000 2018,@nytimes,2018-07-31 02:32:02+00:00,President Trump again threatened to shut down the federal government if Congress doesn't deliver on border security… https://t.co/MLWtpdT6Tq,-0.4588,80,1024120472148094976,0.15,0.85,0.0
Tue Jul 31 02:17:04 +0000 2018,@nytimes,2018-07-31 02:17:04+00:00,"RT @MarkMazzettiNYT: “Collusion isn’t a crime,” say Rudy and other Trump allies. But conspiracy most certainly is. https://t.co/bAt0sBosLm",-0.1796,81,1024116705902116865,0.161,0.711,0.128
Tue Jul 31 02:02:06 +0000 2018,@nytimes,2018-07-31 02:02:06+00:00,"Is a $100 billion train the future of California or a boondoggle? Despite opposition, construction on the high-spee… https://t.co/mtbN4SryPz",0.0,82,1024112941396840448,0.0,1.0,0.0
Tue Jul 31 01:47:02 +0000 2018,@nytimes,2018-07-31 01:47:02+00:00,"New Jersey, in a first-of-its-kind initiative, has set aside millions to pay for community journalism. ""It’s one of… https://t.co/eB2LWAOWnb",-0.1027,83,1024109147690885120,0.076,0.924,0.0
Tue Jul 31 01:32:04 +0000 2018,@nytimes,2018-07-31 01:32:04+00:00,"If you missed Mars at opposition a few nights ago, you'll get a chance to see the red planet at its closest approac… https://t.co/9bV33qJdAH",-0.0516,84,1024105380790591493,0.091,0.826,0.083
Tue Jul 31 01:17:02 +0000 2018,@nytimes,2018-07-31 01:17:02+00:00,"RT @jdelreal: Today in Redding I spoke to some of the 35k individuals displaced by the Carr Fire. They are grateful to be alive, but desper…",0.2732,85,1024101599122255872,0.062,0.8,0.138
Tue Jul 31 01:03:10 +0000 2018,@nytimes,2018-07-31 01:03:10+00:00,Evening Briefing: Here's what you need to know at the end of the day https://t.co/zytFS4cBuJ,0.0,86,1024098107095691265,0.0,1.0,0.0
Tue Jul 31 00:47:05 +0000 2018,@nytimes,2018-07-31 00:47:05+00:00,"Talk has been swirling in the UK over preparations for a ""no deal"" Brexit — a scenario that could mean new border c… https://t.co/tdSstAuHlh",-0.296,87,1024094062394204166,0.099,0.901,0.0
Tue Jul 31 00:32:03 +0000 2018,@nytimes,2018-07-31 00:32:03+00:00,"Florida has an algae problem, and it’s big. A toxic bloom in the waters off the state’s southwestern coast is killi… https://t.co/azPtXN5ZuJ",-0.4019,88,1024090277739487233,0.119,0.881,0.0
Tue Jul 31 00:17:02 +0000 2018,@nytimes,2018-07-31 00:17:02+00:00,"RT @NYTObits: Herman Shine, who escaped Auschwitz with the help of his best friend and a Polish civilian, then was sheltered by the woman w…",0.8779,89,1024086500202426368,0.0,0.675,0.325
Tue Jul 31 00:02:08 +0000 2018,@nytimes,2018-07-31 00:02:08+00:00,"Who are Alex Faust and Laura Coates? Two potential replacements for Alex Trebek, who said he may stop hosting ""Jeop… https://t.co/EyR63Rddei",-0.296,90,1024082747277668352,0.099,0.901,0.0
Mon Jul 30 23:47:05 +0000 2018,@nytimes,2018-07-30 23:47:05+00:00,There it was: Glowering red on the dashboard of the sky like an astrological warning light next to the full Blood M… https://t.co/L09ipEf0cF,0.0258,91,1024078961922502658,0.093,0.811,0.097
Mon Jul 30 23:32:03 +0000 2018,@nytimes,2018-07-30 23:32:03+00:00,"Roughly 37,000 people were forced to evacuate their homes in recent days as wildfires raged in California. “All tha… https://t.co/BXfxZnBJUR",-0.7184,92,1024075176995172354,0.25,0.75,0.0
Mon Jul 30 23:17:03 +0000 2018,@nytimes,2018-07-30 23:17:03+00:00,"RT @jasondhorowitz: As Manafort's trial begins, meet the American reporter turned Italian media celebrity turned Manafort associate and org…",0.0,93,1024071403690254340,0.0,1.0,0.0
Mon Jul 30 23:02:03 +0000 2018,@nytimes,2018-07-30 23:02:03+00:00,"“I consider myself a flaming feminist,” Justice Ruth Bader Ginsburg said on Sunday after a performance of “The Orig… https://t.co/cvQU59EwB1",0.5267,94,1024067628338425856,0.0,0.833,0.167
Mon Jul 30 22:47:04 +0000 2018,@nytimes,2018-07-30 22:47:04+00:00,Evening Briefing: Here's what you need to know at the end of the day https://t.co/I71CzzEL7C,0.0,95,1024063856832864257,0.0,1.0,0.0
Mon Jul 30 22:32:07 +0000 2018,@nytimes,2018-07-30 22:32:07+00:00,"“I have a sense of humor,” Denver Riggleman said. “I’m not going to apologize for personality.” https://t.co/i8uhxYUwOZ",-0.0762,96,1024060094030536709,0.08,0.92,0.0
Mon Jul 30 22:12:04 +0000 2018,@nytimes,2018-07-30 22:12:04+00:00,RT @dougmillsnyt: .@realDonaldTrump pumps his fist after his new Secretary of Veterans Affairs  Robert Wilkie is sworn-in by @VP Mike Pence…,0.0,97,1024055049083863041,0.0,1.0,0.0
Mon Jul 30 21:59:04 +0000 2018,@nytimes,2018-07-30 21:59:04+00:00,"A rare violin turned up in a Massachusetts pawnshop, sold for $50. The catch? It was stolen. And worth more than $2… https://t.co/4y07zCoKQW",-0.3182,98,1024051777321291781,0.133,0.788,0.079
Mon Jul 30 21:48:04 +0000 2018,@nytimes,2018-07-30 21:48:04+00:00,RT @natashanyt: This just in: After the publication of our story --plus a Future of Privacy Forum inquiry https://t.co/B5WYa0KG9o -- the Co…,0.0,99,1024049010783539200,0.0,1.0,0.0
Mon Jul 30 21:40:05 +0000 2018,@nytimes,2018-07-30 21:40:05+00:00,"Our commitment to the truth is more important now than ever.

Read about President Trump's meeting with the publish… https://t.co/9xIjtvQagO",0.7178,100,1024046998650060800,0.0,0.709,0.291
Mon Jul 30 21:35:32 +0000 2018,@FoxNews,2018-07-30 21:35:32+00:00,.@JesseBWatters: “The wall will be built. It'll be beautiful. But it looks like it’s going to be built one step at… https://t.co/ujdQLjXOEu,0.7506,1,1024045856155152387,0.0,0.758,0.242
Mon Jul 30 21:20:46 +0000 2018,@FoxNews,2018-07-30 21:20:46+00:00,.@TheJuanWilliams: “All the numbers right now are flowing towards the Democrats because the Democratic base is so e… https://t.co/fH5VBFgm8l,0.0,2,1024042138785468417,0.0,1.0,0.0
Mon Jul 30 21:16:15 +0000 2018,@FoxNews,2018-07-30 21:16:15+00:00,.@newtgingrich: Trump's Gov't Shutdown Threat Will Present 'Vivid Contrast' With Dems on Border Security https://t.co/8x3QSjSWZY,-0.25,3,1024041001344753664,0.181,0.691,0.128
Mon Jul 30 21:09:36 +0000 2018,@FoxNews,2018-07-30 21:09:36+00:00,Upset teen on American Airlines flight receives 'life advice' from 64-year-old https://t.co/9HeiBpXgu0,-0.3818,4,1024039330795405313,0.191,0.809,0.0
Mon Jul 30 21:00:00 +0000 2018,@FoxNews,2018-07-30 21:00:00+00:00,"More than 450 people in Florida ordered to give up guns under new law, report says https://t.co/SXYcacudU0",0.0,5,1024036912611434496,0.0,1.0,0.0
Mon Jul 30 20:53:00 +0000 2018,@FoxNews,2018-07-30 20:53:00+00:00,CBS won't take immediate action on Les Moonves sexual harassment accusations after board meeting https://t.co/uflkXXb6Ok,-0.7003,6,1024035151225991169,0.309,0.691,0.0
Mon Jul 30 20:50:11 +0000 2018,@FoxNews,2018-07-30 20:50:11+00:00,People gather outside the Greek Parliament in Athens in memory of victims of a deadly wildfire a week ago. https://t.co/tfLKlcl3zz,-0.3182,7,1024034441084252160,0.119,0.881,0.0
Mon Jul 30 20:45:00 +0000 2018,@FoxNews,2018-07-30 20:45:00+00:00,Gay couple claims Alaska Airlines separated them so a straight couple could sit together https://t.co/rOtmlOSJd0,0.3593,8,1024033137893027840,0.0,0.839,0.161
Mon Jul 30 20:34:57 +0000 2018,@FoxNews,2018-07-30 20:34:57+00:00,.@AriFleischer: “I think it’s going to be very hard to stop Brett’s nomination.” https://t.co/n8mpjeIpgk,-0.4865,9,1024030611231657984,0.257,0.743,0.0
