Date,News Channel,News Time,News text,Sentiment,Tweet Ago,Tweet ID,neg,neutral,pos
Mon Jun 11 06:04:41 +0000 2018,@CBS,2018-06-11 06:04:41+00:00,See the complete list of winners from the 2018 #TonyAwards: https://t.co/9XK6CGeber https://t.co/HkUIN4Quej,0.4767,62,1006054595372638209,0.0,0.78,0.22
Mon Jun 11 03:10:33 +0000 2018,@CBS,2018-06-11 03:10:33+00:00,An end to a magical evening. The Band's Visit wins for Best Musical! #TonyAwards https://t.co/ODza97n8YH,0.8478,63,1006010773292777472,0.0,0.594,0.406
Mon Jun 11 03:02:06 +0000 2018,@CBS,2018-06-11 03:02:06+00:00,Congratulations are in order for @TheKatrinaLenk! She just won for Best Leading Actress in a Musical. #TonyAwards https://t.co/t9bNvpiEmH,0.92,64,1006008644402438146,0.0,0.537,0.463
Mon Jun 11 02:58:30 +0000 2018,@CBS,2018-06-11 02:58:30+00:00,"RT @CBSThisMorning: Hmm... something seems off here @SaraBareilles @JoshGroban. 😂

@WaitressMusical @GreatCometBway #TonyAwards https://t.c…",0.0,65,1006007741473669121,0.0,1.0,0.0
Mon Jun 11 02:56:40 +0000 2018,@CBS,2018-06-11 02:56:40+00:00,RT @_stobin13: watching the #TonyAwards after going to 3 broadway shows this weekend makes it even better 😍🤩,0.4404,66,1006007276820287488,0.0,0.847,0.153
Mon Jun 11 02:56:10 +0000 2018,@CBS,2018-06-11 02:56:10+00:00,Tony Shalhoub wins Best Leading Actor in a Musical. #TonyAwards   #TheBandsVisit https://t.co/KcUDSicKI5,0.836,67,1006007152752803840,0.0,0.533,0.467
Mon Jun 11 02:53:00 +0000 2018,@CBS,2018-06-11 02:53:00+00:00,The Boss looks right at home on the #TonyAwards stage! https://t.co/pwjv4iydkn,0.0,68,1006006356392853504,0.0,1.0,0.0
Mon Jun 11 02:47:29 +0000 2018,@CBS,2018-06-11 02:47:29+00:00,RT @Aatamianphoto: Springsteen is on the #TonyAwards and I love it.,0.6369,69,1006004969202335744,0.0,0.682,0.318
Mon Jun 11 02:44:50 +0000 2018,@CBS,2018-06-11 02:44:50+00:00,Inspiration: Get to your YES! #OnceOnThisIsland #TonyAwards https://t.co/Wjp0QIWfXq,0.7978,70,1006004300206575618,0.0,0.457,0.543
Mon Jun 11 02:44:37 +0000 2018,@CBS,2018-06-11 02:44:37+00:00,The feeling when you win a Tony. 🙌 Congratulations to Once on This Island for winning Best Revival of a Musical!… https://t.co/UpFCqgBTwh,0.9523,71,1006004244384641024,0.0,0.45,0.55
Mon Jun 11 02:33:09 +0000 2018,@CBS,2018-06-11 02:33:09+00:00,What a beautiful performance by the cast of #TheBandsVisit. #TonyAwards https://t.co/4Hw96kZvrf,0.5994,72,1006001361794658304,0.0,0.698,0.302
Mon Jun 11 02:29:18 +0000 2018,@CBS,2018-06-11 02:29:18+00:00,"""I'm a living example of how theatre can change you - and it didn't just change me, it saved me."" @JohnLeguizamo at… https://t.co/4ICwMhb6hv",0.4215,73,1006000391387938816,0.0,0.877,0.123
Mon Jun 11 02:23:56 +0000 2018,@CBS,2018-06-11 02:23:56+00:00,Angels in America takes the win for Best Revival of a Play! #TonyAwards https://t.co/zodW61tw8a,0.8932,74,1005999041455329281,0.0,0.483,0.517
Mon Jun 11 02:21:03 +0000 2018,@CBS,2018-06-11 02:21:03+00:00,"RT @leahableson: The Once On This Island Goat And Chicken made it to the broadcast, Mama WILL provide #TonyAwards",0.0,75,1005998314024677377,0.0,1.0,0.0
Mon Jun 11 02:16:06 +0000 2018,@CBS,2018-06-11 02:16:06+00:00,That performance was the GOAT. #TonyAwards https://t.co/mtoU92HipQ,0.0,76,1005997067766882304,0.0,1.0,0.0
Mon Jun 11 02:11:03 +0000 2018,@CBS,2018-06-11 02:11:03+00:00,Harry Potter and the Cursed Child wins Best Play at the #TonyAwards! @HPPlayNYC https://t.co/WIqJQmtAlN,0.8908,77,1005995799812059136,0.0,0.509,0.491
Mon Jun 11 02:05:47 +0000 2018,@CBS,2018-06-11 02:05:47+00:00,🎶 “Let's dance this last dance tonight.” 🎶 #TonyAwards #DonnaSummerMusical https://t.co/UAIaglChfv,0.0,78,1005994473598287872,0.0,1.0,0.0
Mon Jun 11 02:03:31 +0000 2018,@CBS,2018-06-11 02:03:31+00:00,Hope he brought enough birthday cake for everyone! #TonyAwards https://t.co/FlLbKV6oj8,0.4926,79,1005993900723482624,0.0,0.738,0.262
Mon Jun 11 01:58:48 +0000 2018,@CBS,2018-06-11 01:58:48+00:00,@writerlindsayb You're welcome! #TonyAwards,0.5093,80,1005992717258649601,0.0,0.477,0.523
Mon Jun 11 01:53:17 +0000 2018,@CBS,2018-06-11 01:53:17+00:00,RT @hjmayer8: I sure do love @DearEvanHansen 💙 #TonyAwards,0.7579,81,1005991328277094401,0.0,0.435,0.565
Mon Jun 11 01:51:16 +0000 2018,@CBS,2018-06-11 01:51:16+00:00,"RT @Valerie4815: What a birthday present, the Tony audience singing happy birthday to you!! #TonyAwards",0.6467,82,1005990820535660544,0.0,0.752,0.248
Mon Jun 11 01:38:23 +0000 2018,@CBS,2018-06-11 01:38:23+00:00,If only this performance could go on forever. #TonyAwards @FrozenBroadway https://t.co/p2BMUvyTxr,0.0,83,1005987576509894657,0.0,1.0,0.0
Mon Jun 11 01:37:36 +0000 2018,@CBS,2018-06-11 01:37:36+00:00,RT @anna_villanueva: Magnificent performance from the cast of @FrozenBroadway! #TonyAwards2018 #TonyAwards #Tonys,0.636,84,1005987381843931138,0.0,0.724,0.276
Mon Jun 11 01:30:56 +0000 2018,@CBS,2018-06-11 01:30:56+00:00,Glenda Jackson wins Best Leading Actress in a Play. #TonyAwards @threetallwomen https://t.co/GRp1gcBuiW,0.8834,85,1005985702780198913,0.0,0.437,0.563
Mon Jun 11 01:29:21 +0000 2018,@CBS,2018-06-11 01:29:21+00:00,.@SaraBareilles is totally a Gryffindor. #TonyAwards https://t.co/OPQ7esk2dn,0.0,86,1005985305164279808,0.0,1.0,0.0
Mon Jun 11 01:26:03 +0000 2018,@CBS,2018-06-11 01:26:03+00:00,RT @IzzyNY202: How impressive are these Marjory Stoneman Douglas students? That #TonyAwards performance reduced me to tears. Amazing.,0.7351,87,1005984473362518016,0.079,0.625,0.296
Mon Jun 11 01:25:59 +0000 2018,@CBS,2018-06-11 01:25:59+00:00,RT @KatLargent: MAGIC #TonyAwards,0.0,88,1005984457810051072,0.0,1.0,0.0
Mon Jun 11 01:24:46 +0000 2018,@CBS,2018-06-11 01:24:46+00:00,Such a touching moment at the #TonyAwards. ❤️ https://t.co/4kJWTHVPZ8,0.0,89,1005984149797154816,0.0,1.0,0.0
Mon Jun 11 01:24:12 +0000 2018,@CBS,2018-06-11 01:24:12+00:00,.@Matt_Morrison welcomes the Marjory Stoneman Douglas High School theatre department to the stage. #TonyAwards https://t.co/5dxa9smeka,0.4019,90,1005984006565793792,0.0,0.838,0.162
Mon Jun 11 01:19:59 +0000 2018,@CBS,2018-06-11 01:19:59+00:00,So many feels at the #TonyAwards. Congratulations to @arielstachel for winning Best Featured Actor in a Musical!… https://t.co/m1aRNIHPRK,0.9151,91,1005982948745609216,0.0,0.543,0.457
Mon Jun 11 01:12:31 +0000 2018,@CBS,2018-06-11 01:12:31+00:00,RT @McBenefit: I love everything about you @UzoAduba. #TonyAwards,0.6369,92,1005981070095888384,0.0,0.625,0.375
Mon Jun 11 01:08:28 +0000 2018,@CBS,2018-06-11 01:08:28+00:00,RT if that musical number by the cast of Carousel blew you away! #TonyAwards https://t.co/CMzMNtcAQO,0.1511,93,1005980047516188672,0.0,0.898,0.102
Mon Jun 11 01:08:24 +0000 2018,@CBS,2018-06-11 01:08:24+00:00,Nathan Lane saw his #AngelsinAmerica role as a challenge. How will you challenge yourself in 2018? #TonyAwards https://t.co/3WXd6AqgBi,0.1531,94,1005980030449508353,0.0,0.852,0.148
Mon Jun 11 01:02:47 +0000 2018,@CBS,2018-06-11 01:02:47+00:00,Nathan Lane wins Best Featured Actor in a Play. #TonyAwards @angelsbway https://t.co/xc8M7JtLDE,0.8834,95,1005978618554535937,0.0,0.437,0.563
Mon Jun 11 00:58:06 +0000 2018,@CBS,2018-06-11 00:58:06+00:00,🌟 @joshgroban and @SaraBareilles are Host Goals. 🌟 #TonyAwards https://t.co/OGQec8cXJ6,0.0,96,1005977438969458688,0.0,1.0,0.0
Mon Jun 11 00:52:34 +0000 2018,@CBS,2018-06-11 00:52:34+00:00,RT @adub369: This is unbelievable! @SaraBareilles and @joshgroban #TonyAwards,0.2714,97,1005976046405992449,0.0,0.793,0.207
Mon Jun 11 00:51:11 +0000 2018,@CBS,2018-06-11 00:51:11+00:00,Who lives in a pineapple and just performed at The Tonys? 🍍🎶 The cast of SpongeBob SquarePants: The Musical!… https://t.co/mvFxdh9UJi,0.0,98,1005975699272814592,0.0,1.0,0.0
Mon Jun 11 00:50:18 +0000 2018,@CBS,2018-06-11 00:50:18+00:00,✨ @LindsayMendez wins Best Featured Actress in a Musical! #TonyAwards @carouselbway https://t.co/MtgFowscN5,0.8478,99,1005975478300110848,0.0,0.494,0.506
Mon Jun 11 00:45:14 +0000 2018,@CBS,2018-06-11 00:45:14+00:00,A big congratulations to @springsteen for his Special Tony award! ✨ #TonyAwards https://t.co/i16u8uv9aT,0.8858,100,1005974199880445952,0.0,0.435,0.565
